PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,Feas,SM_index,Over_index,Under_index,N_1
0.3660201113902839,1.6396269628039217,5.189067925426685,0.8500217089620961,0.9502045769242966,0.9351890533805709,0.9349226233897358,0.9876200272459454,1.0,0.0,0.0,7.643999999999984e-5,0.0
0.39040729043935607,1.6524061236274636,5.166316508428771,0.8433617183605714,0.9262683874552643,0.9351137031908664,0.9419846539166066,0.9745891214163859,1.0,0.0,0.0,7.96000000000019e-5,0.0
0.3076757357970231,1.6512035082919265,5.196300330520047,0.8902128830469991,0.9625921829466532,0.9750484938536602,0.9971259290236085,0.9244995570615528,1.0,0.0,0.0,0.0,0.0
0.34520090767922507,1.634093784316507,5.137656650852852,1.0988304785547038,0.9373659689862023,0.9897743572841874,1.0046994534259566,0.9091152513307855,1.0,0.41641539857388715,0.0,0.0,0.0
0.22092260661642568,1.596700426711334,5.131634901859677,1.2146680604515383,0.9606972999713049,0.9838205302769397,1.004005730116705,0.9451904516065985,1.0,0.0,0.0,0.0,1.0
0.21419938351006454,1.6041228400320977,5.123112254877444,1.2011425448014883,0.9697434595952037,0.988548174245405,1.0093642714325204,0.9471849581169178,1.0,0.0,0.0,0.0,1.0
0.17637418617672915,1.620214468539699,5.138656702344211,1.2282565334796878,0.9476357714598648,0.9867735750249076,0.9991567044875692,0.9156324819386248,1.0,0.0,0.0,0.0,1.0
0.10170451812186716,1.6328580272524769,5.112353298799917,1.2194546158332764,0.9675617321433345,1.013209776824868,1.0288365654770601,0.9306238871013512,1.0,0.08997313311425109,0.0,0.0,0.0
0.014027251959419805,1.640345507794127,5.189678423592321,1.3474011169120443,1.0227243823880243,1.0357026100904674,1.0434751126700894,1.0691835066164426,1.0,0.0,0.0,0.0,1.0
0.0658837766881799,1.563863455583826,5.072839203594415,1.3661084050485053,1.0589794522327827,1.0688340192790875,1.0750296374859423,1.0837847890114587,1.0,0.0,0.0,0.0,1.0
0.10681185829664915,1.5691680629963194,5.076239014104684,1.3543872566452622,1.0327759599148443,1.033350029515035,1.028120162264878,1.041003714674139,1.0,0.0,0.0,0.0,1.0
0.09187276008522105,1.4939087341030874,5.127358985731983,1.388656272440136,1.0415408275695166,1.059628434779679,1.0679554499152015,1.0174871699495416,1.0,0.0,0.0,0.0,1.0
0.1187560093335887,1.6080730852411178,5.146723700437185,1.4148118029521892,1.0257463241523446,1.0276281657987565,1.0202851840360485,1.067375504869022,1.0,0.0,0.0,0.0,1.0
0.14596740171039602,1.6055137274536384,5.019929393201339,1.4780746452839617,1.0407472921352763,1.0650367900759152,1.0678128343625002,1.026576701607253,1.0,0.0,0.0,0.0,1.0
0.1096730182660642,1.5437951393125962,5.002867996899673,1.524272514454405,0.9730538164920504,0.9863580642276488,0.9896750217012337,1.021157064588345,1.0,0.0,0.0,0.0,1.0
0.12016581734653979,1.5001315361245864,4.999254954304155,1.4139510974240652,0.9625134003585331,0.9707077181054252,0.977503790300607,1.0088695640300795,1.0,0.0,0.0,0.0,0.0
0.2137236703670624,1.4749995998244163,4.921950218250301,1.5426195868727464,0.9806644617479049,0.9935173735555483,1.001575544297045,1.0281702968877375,1.0,0.0,0.0,0.0,1.0
0.27133701229103147,1.4744037470424405,4.989886608509305,1.7083254319908923,0.9951994370412245,1.0056675604198266,0.9928722763919389,1.0412757497673342,1.0,0.0,0.0,0.0,1.0
0.26661147420850384,1.4795170115809781,4.983479134072245,1.7023338448193566,1.003088249399852,1.0062842155946554,0.9975528254400831,1.0458193416536763,1.0,0.0,0.0,0.0,1.0
0.22051090523103786,1.509347742778959,5.014662469674722,1.6938338594249651,0.9857953418929382,0.9841635538511897,0.9834783148241707,1.0271764050034027,1.0,0.0,0.0,0.0,1.0
0.2674664429243484,1.3832656669114505,5.005558379023755,1.8187712283724329,1.0387372031210094,1.0527965742623815,1.0515182659010516,1.0809254943085833,1.0,0.0,0.0,0.0,1.0
0.26958313435095577,1.3971848656969468,4.887343716647579,1.7121961964375458,1.0221572935146555,1.0107814241287132,1.011512845424265,1.0579519094584608,1.0,0.0,0.0,0.0,1.0
0.334415875521527,1.541963710853024,4.837706741763141,1.7960983420152792,1.0525417922526907,1.08447416253648,1.0943503002823864,1.0249401083480596,1.0,0.0,0.0,0.0,1.0
0.3390088969254375,1.5419614363658902,4.836388669746205,1.7935148422869858,1.0565085984936706,1.0850206989618145,1.097671100345945,1.0278704345496736,1.0,0.0,0.0,0.0,1.0
0.3424833969438324,1.5741265679065224,4.8740216729061645,1.7609996818374403,1.0539462775375361,1.0711213682355267,1.0795635558073984,1.0177705658626282,1.0,0.0,0.0,0.0,1.0
0.29121785429597524,1.478132116840989,4.863703708678936,1.9145079982246205,1.0266998384586827,1.0496591823641326,1.0460752868851566,1.047573712420629,1.0,0.0,0.0,0.0,1.0
0.31900703721152507,1.6503715403441488,4.7540440917160804,2.168333864325283,0.9827120926881093,0.9989666031587235,1.006710633042424,1.008571872777374,1.0,0.0,0.0,0.0,1.0
0.2791649155775147,1.6496143165559982,4.704689525410335,2.1429752727491063,0.9642630364436146,0.9750780796072858,0.9868301139985418,0.9860507108484531,1.0,0.0,0.0,0.0,1.0
0.2650314952592927,1.60612581708435,4.698734153557027,2.1167168323111403,0.9701587333812498,0.9610604059298862,0.9466509104800899,1.0084721498161626,1.0,0.0,0.0,0.0,1.0
0.2097273272801592,1.5811680480297268,4.7509887496671315,2.0937973732401263,0.94751081055801,0.9619607132255713,0.96652058466086,0.9966485265318455,1.0,0.0,0.0,0.0,1.0
0.2088511914827164,1.5035062508585817,4.795166821341489,2.1836866965531936,0.904711849318549,0.9153196134399473,0.9233751053242791,0.9540336364994981,1.0,0.0,0.0,0.0009154000000000018,0.0
0.19602058613687387,1.516434991673745,4.798272455926516,2.168245391157385,0.9092342472638397,0.9124379012400995,0.9182972545100416,0.9552788214460408,1.0,0.0,0.0,0.0010373199999999993,0.0
0.17773475109196152,1.5277276161444038,4.6675256985238915,2.146027734850672,0.9443701488344158,0.9437805964711293,0.9474144988407132,0.9550120494031282,1.0,0.0,0.0,0.0,1.0
0.21081935438699997,1.5168039490222045,4.656254250929896,2.2118972035151114,0.9172528498324726,0.9119138534448856,0.9058939235331305,0.9591482464860653,1.0,0.0,0.0,0.001291960000000003,0.0
0.1000134037614317,1.5641414816094832,4.539137659299728,2.28324261774273,1.0703346524885229,1.0838524582537958,1.095315595061789,1.0933768687838201,1.0,0.0,0.0,0.0,1.0
0.13771980424151753,1.557035828037176,4.633338830305385,2.3872644288788454,0.9916485115700164,0.9899327989228308,0.9750545711265856,1.0228528137638293,1.0,0.0,0.0,0.0,1.0
0.08367181759505493,1.6846377087409026,4.827434001796267,2.276459358764046,0.9481007836768719,0.9792287414561974,0.9888657700589203,0.9046062844242563,1.0,0.10063602587232798,0.0,0.0,0.0
0.3064923752673787,1.4517301694079072,4.848267335704049,2.2485095247777425,0.9800848890007815,1.0067422339139311,1.0011327410245427,1.0199559972486199,1.0,0.0,0.0,0.0,1.0
0.22712866427652867,1.5337747859966646,4.827979300850313,2.163913017687814,1.003031854016748,1.0025301655917909,1.0089632055110425,1.0297082844186098,1.0,0.0,0.0,0.0,1.0
0.2484975720100741,1.4863396455993592,4.867519672071009,2.008730085601764,1.0207605444614043,1.0286399223973295,1.0350550413879227,1.064657909976295,1.0,0.0,0.0,0.0,1.0
0.32029013207083584,1.609303336884613,4.846505779752974,2.0228076761447875,1.0134170604838488,1.0186735955197763,1.024859431818802,1.0481396270462917,1.0,0.0,0.0,0.0,1.0
0.3969884826291378,1.650121694431923,4.67432883755543,2.1446646464244625,1.0764170725128557,1.0883003828274356,1.0980213630306563,1.073357237122314,1.0,0.0,0.0,0.0,1.0
0.3957634965508099,1.6782438368317332,4.700645537167839,2.111995695846251,1.0833859982800287,1.0815526901590706,1.08933381630663,1.092646829083244,1.0,0.0,0.0,0.0,1.0
0.38719756667526095,1.658514794278911,4.6981315322963715,2.1066092726374293,1.0513610704952865,1.0762646148341963,1.0945225130876435,1.0583091655412469,1.0,1.0990463176688214,0.0002430799999999955,0.0,0.0
0.3521871441944593,1.6846972296447489,4.784482340968033,2.146229072220916,1.0404465847327165,1.0406331800274815,1.0445755334368627,1.0803005011670255,1.0,0.0,0.0,0.0,1.0
0.34211846509789745,1.6732082975401636,4.810405432226123,2.129379161388706,1.0188021686631643,1.029554247299976,1.033944595435206,1.0638743724640654,1.0,0.0,0.0,0.0,1.0
0.23126163698833546,1.6728781082536994,4.841893679869301,2.232474449938339,0.9988038457082972,1.0309622611366092,1.0489589308101412,0.9631528883990094,1.0,0.7643618483149323,0.0,0.0,0.0
0.2838405588131014,1.6816355627203512,4.748994054381761,2.1900706983171925,0.9818603582503544,0.9776874904255811,0.980760787324041,1.0218797378882007,1.0,0.0,0.0,0.0,1.0
0.3057447510088898,1.6862375636820433,4.779144909296978,2.1712473053521455,0.980704034642247,0.9698008935059295,0.9708852306215148,1.0179886809894887,1.0,0.0,0.0,0.0,1.0
0.3758441910530014,1.6118968913831997,4.773377770393258,2.093320308695008,0.9862474103524446,0.9990802898235145,1.0070767336074407,1.0332873571543968,1.0,0.0,0.0,0.0,1.0
0.28089044411119213,1.471629019205174,4.754572800431763,2.169784259304836,1.0173825358450272,1.0171596556715963,1.0131263925924892,1.0578125615045277,1.0,0.0,0.0,0.0,1.0
0.16742512040843882,1.468512807782976,4.757139386867893,2.2054825774347195,0.934394169283829,0.9413856917145039,0.9483582606775522,0.9800811890847901,1.0,0.0,0.0,0.0,1.0
0.16148796730909787,1.4716672525071437,4.755875409508108,2.203004123325174,0.9338614339143381,0.9441152429931273,0.9519048800508005,0.9817864780694147,1.0,0.0,0.0,0.0,1.0
0.1779550164378669,1.4242988100976737,4.53741915732642,2.0922408369716274,0.9178025150098996,0.9229246485339896,0.9103602870890795,0.9471218691862843,1.0,0.0,0.0,0.0011333200000000021,0.0
0.23253276389253774,1.515576923390056,4.428160549542527,2.117424834991988,0.9098874121170238,0.9165586042915067,0.9082506081161709,0.95395705511196,1.0,0.0,0.0,0.0012626800000000004,0.0
0.23570874754297858,1.551346274213328,4.441853484812634,2.1321234674361524,0.9116959169874611,0.9263736382162354,0.9356542915623455,0.9618138961506829,1.0,0.0,0.0,0.0004483199999999998,0.0
0.17898181942481856,1.549983873339934,4.469796990532159,2.0773822247460383,0.9765595977369699,0.9802362317132036,0.985841217293848,1.0196237596613418,1.0,0.0,0.0,0.0,1.0
0.1689299856961683,1.5469587026921903,4.477305520026026,2.0630890873561127,0.9698955654139544,0.9833043670838482,0.9918073419225383,1.0173015821107527,1.0,0.0,0.0,0.0,1.0
0.15720266461886864,1.587263635862719,4.45406980013863,2.1047338350992484,0.9617673549642903,0.9564972533732267,0.959590083124836,1.0015980624205334,1.0,0.0,0.0,0.0,1.0
0.13803077610963374,1.5379011893155778,4.439463694718479,2.1166309388088567,0.9114606686962194,0.9240371587519156,0.9135565849803717,0.9607085319472012,1.0,0.0,0.0,0.001065879999999999,0.0
