PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,Feas
0.17897897897896897,0.7572572572572472,4.549349349349336,3.867867867867858,0.9288288288303348,0.9496496496487074,0.9552552552559335,0.9740676320165564,1.0
0.19099099099098085,1.5553553553553452,3.331331331331317,3.291291291291283,0.9360360360353397,0.9544544544555483,0.9740740740716525,0.914014014014845,1.0
0.0916916916916917,0.4458458458458458,4.476476476476477,3.6816816816816815,0.9232232232232233,0.9272045654186717,0.9358358358358361,0.961440878663127,1.0
0.37397397397396587,0.23313313313312506,3.5811811811811722,4.492492492492484,1.0539539539547567,1.0639639639628886,1.0749749749771897,1.0339339339330886,1.0
0.16656656656656105,0.6296296296296241,4.398398398398391,4.3963963963963915,1.0387387387389857,1.0407273605223977,1.0477477477479669,1.0724446839821742,1.0
0.24424424424424424,0.06636636636636636,3.8310310310310314,4.216216216216216,0.953653653653654,0.9812001465519768,1.0020132030138098,0.9684684684684685,1.0
0.21301301301300857,1.0941941941941897,4.56496496496496,3.645645645645642,1.017517517517314,1.0382784499259414,1.0311311311307505,1.0600408205225296,1.0
0.18178178178177382,0.22462462462461663,3.4510510510510404,5.255255255255248,0.921821821821348,0.9543008322608084,0.9616616616610125,0.9058058058061071,1.0
0.2882882882882883,0.04254254254254254,4.252652652652653,3.5915915915915915,0.9920920920920925,1.0186144239875017,1.0384856186120899,1.0061061061061058,1.0
0.2410410410410378,0.5156156156156124,3.3157157157157116,5.1651651651651616,0.9450450450454014,0.960260260259575,0.9638638638651414,0.9849983047561806,1.0
0.21461461461461462,0.5564564564564565,2.436036036036036,2.3063063063063063,0.9270270270270273,0.9639957153232658,0.9828302522360934,0.9747610331623383,0.0
0.07727727727727728,0.8593593593593594,0.5257257257257257,1.063063063063063,1.0415415415415417,1.0724350505903668,1.0893094446634388,1.079399354250217,0.0
0.3931931931931932,0.4900900900900901,0.7443443443443444,4.6006006006006,1.0845845845845845,0.9886441879332171,0.9836759678786199,0.9764764764764766,0.0
0.14534534534534535,0.46626626626626627,3.778978978978979,5.5675675675675675,0.9546546546546548,0.9224685581129685,0.9043919360348096,0.9446446446446447,0.0
0.3283283283283283,1.6540540540540538,4.086086086086086,0.2822822822822823,1.0739739739739738,1.0637480247436701,1.0875826636849562,0.9704009341834721,0.0
0.2910910910910911,0.8304304304304304,0.37477477477477483,1.147147147147147,0.940840840840841,0.9132603183938812,0.8923071573883686,0.9548439323917705,0.0
0.20700700700700703,1.3018018018018018,1.0722722722722724,1.177177177177177,1.0149149149149155,1.0151586734505353,1.03862215105513,0.9452452452452452,0.0
0.2690690690690691,0.6177177177177178,3.398998998998999,3.1531531531531534,0.9950950950950952,1.0559038839859882,1.061561561561562,1.053206285342839,0.0
0.38158158158158156,1.014214214214214,4.747147147147148,3.6396396396396398,1.03433433433434,0.9794794794794653,0.9663281035480601,1.0439439439439564,0.0
0.14734734734734156,1.169069069069063,3.180380380380371,3.2252252252252203,1.0649649649649753,1.0551014286294533,1.0803174740505315,0.9586648699513559,0.0
0.2218218218218176,0.6857857857857816,1.4834834834834763,1.4294294294294256,0.9214214214214479,0.9337076657112837,0.9284284284277299,0.9562374597085092,0.0
0.15775775775775777,1.488988988988989,2.8628628628628627,4.156156156156156,1.021121121121121,1.0576374992170694,1.0750925876056516,1.0671764487850635,0.0
0.20500500500500501,0.3352352352352352,1.3741741741741742,4.444444444444445,1.0055055055055058,0.9522865870467798,0.938609179541772,0.923023023023023,0.0
0.39759759759759766,0.6415415415415415,0.9213213213213213,1.2852852852852852,0.9432432432432438,0.955556307618487,0.9783628746134858,0.912212212212212,0.0
0.02362362362362339,1.1928928928928928,3.534334334334334,5.753753753753754,1.0061061061061338,1.0197352631634864,1.0309309309309664,1.0440235966919174,0.0
0.21981981981981935,0.5479479479479474,0.3435435435435429,1.3213213213213209,1.0021021021020855,1.043164862764925,1.0589862655450553,0.9560560560560581,0.0
0.3627627627627628,1.3494494494494493,4.814814814814815,1.6336336336336337,0.9312312312312313,0.9043885909225391,0.8832100854190243,0.9408408408408409,0.0
0.04804804804804805,0.08848848848848848,2.404804804804805,4.5225225225225225,0.9962962962962967,0.9919114880930203,1.018134829902132,0.9072072072072072,0.0
0.3091091091091091,0.2076076076076076,3.279279279279279,5.117117117117117,0.9368368368368369,1.0085430611909032,1.0213915567793128,1.0009244483045665,0.0
0.3715715715715716,1.0805805805805806,1.1191191191191192,4.954954954954955,0.9908908908908909,0.9685644929041196,0.9498214926633511,1.0084879723899853,0.0
0.1785785785785786,0.49519519519519517,4.7991991991992,2.6426426426426426,1.023723723723724,0.9545028727140431,0.942988675486255,0.8860504371832482,0.0
0.33633633633633636,0.3743743743743744,5.038638638638639,1.2312312312312312,0.9970970970970973,1.0334242618646468,1.0502556379502606,1.047551772028505,0.0
