PG2,VM1,VM2,VM3,Feas
0.9009009009009009,0.9492492492492492,1.0765765765765767,1.060960960960961,1.0
0.5405405405405406,0.9134134134134134,0.9972972972972973,0.9162162162162163,1.0
1.1011011011011012,1.0693693693693693,1.0203203203203204,1.0403403403403404,1.0
0.7407407407407407,0.9686686686686687,0.9516516516516517,1.0091091091091091,1.0
1.1211211211211212,1.0485485485485486,0.9826826826826828,1.027927927927928,1.0
0.3203203203203203,0.9330330330330331,0.9630630630630631,1.0125125125125125,1.0
0.06006006006006006,1.0791791791791794,0.9296296296296297,0.9514514514514515,1.0
1.0810810810810811,1.0193193193193193,0.9846846846846847,0.9844844844844846,1.0
0.6806806806806807,1.0955955955955956,0.9442442442442442,0.9282282282282283,1.0
0.04004004004004004,0.9516516516516517,1.0615615615615617,1.0095095095095097,1.0
0.5005005005005005,0.9398398398398399,0.966866866866867,0.9218218218218218,1.0
0.2002002002002002,0.9712712712712713,1.016116116116116,1.0793793793793793,1.0
0.14014014014014015,0.9014014014014015,1.018918918918919,1.0809809809809812,1.0
0.3003003003003003,0.9478478478478479,0.9162162162162163,1.0407407407407407,1.0
0.2802802802802803,1.006906906906907,1.072772772772773,0.9592592592592593,1.0
0.7807807807807807,1.0605605605605606,0.9748748748748749,0.9088088088088089,1.0
1.2012012012012012,0.9272272272272273,0.9062062062062062,0.9486486486486487,1.0
0.8008008008008008,1.0065065065065066,0.9540540540540541,1.0003003003003004,1.0
0.22022022022022023,0.9042042042042042,1.0961961961961963,0.9598598598598599,1.0
1.1811811811811812,0.9328328328328329,0.9926926926926928,1.03993993993994,1.0
0.18018018018018017,1.052952952952953,1.0135135135135136,1.0501501501501502,1.0
0.42042042042042044,0.9898898898898899,0.9304304304304305,1.0807807807807808,1.0
0.38038038038038036,1.0117117117117118,0.9196196196196197,0.9590590590590591,1.0
1.2212212212212212,0.9458458458458459,1.0103103103103104,0.9596596596596597,1.0
0.7607607607607607,1.0271271271271272,1.042942942942943,1.0967967967967969,1.0
0.08008008008008008,1.07997997997998,1.0581581581581583,1.0657657657657658,1.0
0.8208208208208209,1.074974974974975,1.032932932932933,1.0671671671671672,1.0
0.7007007007007007,0.91001001001001,0.9108108108108108,1.0183183183183184,1.0
1.4014014014014013,1.0555555555555556,0.9290290290290291,0.9478478478478479,1.0
0.16016016016016016,1.0135135135135136,0.9976976976976978,1.0033033033033034,1.0
0.4004004004004004,0.9230230230230231,0.9076076076076076,0.901001001001001,1.0
0.8608608608608609,1.0787787787787788,1.0145145145145147,0.997897897897898,1.0
1.021021021021021,0.9470470470470471,0.9656656656656657,0.9326326326326326,1.0
0.0,1.094994994994995,1.0051051051051052,0.9988988988988989,1.0
1.0610610610610611,1.044944944944945,0.9334334334334334,1.0457457457457457,1.0
0.8408408408408409,0.9846846846846847,0.9654654654654655,0.9916916916916918,1.0
0.9209209209209209,1.0171171171171172,1.0771771771771772,1.0531531531531533,1.0
0.46046046046046046,0.9904904904904905,1.08978978978979,0.9922922922922923,1.0
1.3613613613613613,1.0245245245245247,0.9130130130130131,0.9480480480480481,1.0
0.5205205205205206,1.0805805805805806,0.9766766766766767,0.9352352352352352,1.0
0.5605605605605606,0.9198198198198199,1.082782782782783,0.9372372372372373,1.0
0.6206206206206206,0.9822822822822823,1.0767767767767769,1.016116116116116,1.0
1.4814814814814814,1.0411411411411413,0.9330330330330331,0.9382382382382383,1.0
0.6606606606606606,0.9038038038038039,1.0023023023023023,1.0767767767767769,1.0
0.6406406406406406,1.0813813813813815,0.9730730730730731,0.9720720720720721,1.0
0.24024024024024024,0.9856856856856857,1.0805805805805806,1.048948948948949,1.0
0.34034034034034033,1.0085085085085086,1.0195195195195197,0.9604604604604605,1.0
0.44044044044044045,0.9342342342342342,0.9690690690690691,1.042742742742743,1.0
0.12012012012012012,0.9452452452452453,0.9498498498498499,1.0031031031031032,1.0
0.4804804804804805,1.0809809809809812,1.0655655655655656,1.0481481481481483,1.0
1.2412412412412412,1.0513513513513515,1.0117117117117118,0.9864864864864865,1.0
0.8808808808808809,0.9338338338338339,0.9840840840840841,1.0297297297297299,1.0
0.9409409409409409,1.0545545545545547,1.0181181181181183,0.9724724724724725,1.0
0.2602602602602603,0.951051051051051,0.9686686686686687,0.9344344344344344,1.0
0.36036036036036034,1.05995995995996,0.9896896896896897,0.9502502502502503,1.0
0.02002002002002002,1.034934934934935,0.9022022022022023,0.9610610610610612,1.0
1.0410410410410411,0.9324324324324325,1.037737737737738,0.9848848848848849,1.0
0.1001001001001001,0.9256256256256257,1.0553553553553554,1.037937937937938,1.0
0.6006006006006006,0.9532532532532533,1.0091091091091091,0.9336336336336337,1.0
1.2812812812812813,0.9752752752752754,1.0151151151151152,0.9924924924924925,1.0
